spots,legs,eyes,arms,colour_green,stim_id,danger_true,block,trial_in_block,trial_within_subject,agent_id,w1_true,w2_true,w3_true,w4_true,w5_true,c_true,log_c_true,bias_true,prob_cat1,sim_response,correct,performance
0,0,1,0,1,21,0,1,20,20,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.3690143086298717,1,0,0.75
0,1,1,0,1,23,0,1,21,21,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.32894357596805424,0,1,0.7619047619047619
0,1,0,0,0,3,0,1,22,22,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.12581034295650065,0,1,0.7727272727272727
1,0,0,1,0,10,0,1,23,23,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4968731056603671,1,0,0.7391304347826086
0,1,0,1,0,11,0,1,24,24,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.19749563102505804,0,1,0.75
1,0,1,0,0,6,1,1,25,25,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.7477978418369391,1,1,0.76
0,0,1,1,1,29,0,1,26,26,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4634931358225397,0,1,0.7692307692307693
1,0,1,0,1,22,1,1,27,27,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.767744356225686,0,0,0.7407407407407407
1,0,0,1,1,26,0,1,28,28,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.44862842773242545,1,0,0.7142857142857143
1,1,1,0,0,8,1,1,29,29,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.7793922534633737,0,0,0.6896551724137931
0,1,1,1,0,15,0,1,30,30,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4398962016980087,0,1,0.7
0,0,0,0,0,1,0,1,31,31,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.1667403447191189,1,0,0.6774193548387096
1,1,1,0,1,24,1,1,32,32,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.7877804958113159,0,0,0.65625
1,1,0,0,0,4,0,2,1,33,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.39363305696327067,1,0,0.6363636363636364
0,0,1,0,0,5,0,2,2,34,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40081061515606503,0,1,0.6470588235294118
1,0,1,1,0,14,1,2,3,35,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8100667889962795,1,1,0.6571428571428571
0,1,0,0,0,3,0,2,4,36,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14206762918482022,0,1,0.6666666666666666
0,1,0,1,0,11,0,2,5,37,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14943149726504731,0,1,0.6756756756756757
0,1,1,1,0,15,0,2,6,38,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4041593801430382,1,0,0.6578947368421053
0,1,1,0,1,23,0,2,7,39,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.384014065545998,0,1,0.6666666666666666
1,1,1,0,0,8,1,2,8,40,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.7953847741012827,1,1,0.675
1,0,0,1,1,26,0,2,9,41,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4156043908230726,1,0,0.6585365853658537
0,0,1,1,0,13,0,2,10,42,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40430287897533473,1,0,0.6428571428571429
1,0,1,1,1,30,1,2,11,43,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8058245814952821,0,0,0.627906976744186
0,0,0,0,0,1,0,2,12,44,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.147367616901557,0,1,0.6363636363636364
1,1,0,1,1,28,0,2,13,45,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40774426483121634,0,1,0.6444444444444445
0,1,1,1,1,31,0,2,14,46,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.3913654128244837,0,1,0.6521739130434783
1,1,1,0,1,24,1,2,15,47,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8007527979966105,1,1,0.6595744680851063
1,0,0,1,0,10,0,2,16,48,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.41476486822637787,0,1,0.6666666666666666
1,0,1,0,0,6,1,2,17,49,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8069937021570925,1,1,0.673469387755102
1,1,1,1,0,16,1,2,18,50,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.7952903777562047,1,1,0.68
0,1,0,1,1,27,0,2,19,51,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14721578012102118,0,1,0.6862745098039216
0,0,1,0,1,21,0,2,20,52,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.39044428088761735,1,0,0.6730769230769231
0,0,0,1,1,25,0,2,21,53,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14926060551521322,1,0,0.660377358490566
0,0,0,0,1,17,0,2,22,54,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14548977467530663,0,1,0.6666666666666666
1,1,0,1,0,12,0,2,23,55,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4123422107890889,0,1,0.6727272727272727
1,0,0,0,1,18,0,2,24,56,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4064808131756007,0,1,0.6785714285714286
1,1,1,1,1,32,1,2,25,57,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8010252068614507,1,1,0.6842105263157895
0,0,0,1,0,9,0,2,26,58,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14959202343304356,0,1,0.6896551724137931
1,0,1,0,1,22,1,2,27,59,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8056497790316247,1,1,0.6949152542372882
1,0,0,0,0,2,0,2,28,60,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40354901851891606,0,1,0.7
0,1,1,0,0,7,0,2,29,61,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4053512447880618,1,0,0.6885245901639344
1,1,0,0,1,20,0,2,30,62,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.408741019554456,1,0,0.6774193548387096
0,0,1,1,1,29,0,2,31,63,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4086074388437463,1,0,0.6666666666666666
0,1,0,0,1,19,0,2,32,64,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.15279306343244364,1,0,0.65625
0,1,1,0,1,23,0,3,1,65,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.39363305696327067,1,0,0.6461538461538462
1,1,1,1,0,16,1,3,2,66,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8129969293874226,1,1,0.6515151515151515
0,0,0,0,0,1,0,3,3,67,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14472398953576437,0,1,0.6567164179104478
1,0,1,0,1,22,1,3,4,68,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8062689782808876,1,1,0.6617647058823529
0,0,1,0,0,5,0,3,5,69,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.38722974011384026,0,1,0.6666666666666666
1,0,0,0,0,2,0,3,6,70,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.3969153787267722,0,1,0.6714285714285714
0,1,1,0,0,7,0,3,7,71,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.3807811063145556,1,0,0.6619718309859155
0,1,0,1,0,11,0,3,8,72,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.15243928750795122,0,1,0.6666666666666666
1,0,0,1,1,26,0,3,9,73,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40743096869977846,1,0,0.6575342465753424
1,0,1,1,1,30,1,3,10,74,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8131726979023718,1,1,0.6621621621621622
0,1,0,0,0,3,0,3,11,75,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.13790991347492387,0,1,0.6666666666666666
0,0,0,1,0,9,0,3,12,76,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14447335631714536,0,1,0.6710526315789473
1,0,0,1,0,10,0,3,13,77,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.39612852728359155,0,1,0.6753246753246753
1,0,0,0,1,18,0,3,14,78,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4061862339455635,1,0,0.6666666666666666
0,0,1,1,0,13,0,3,15,79,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40190774851899985,1,0,0.6582278481012658
0,0,0,1,1,25,0,3,16,80,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.15583179919767942,0,1,0.6625
0,0,1,0,1,21,0,3,17,81,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40532360372012427,0,1,0.6666666666666666
1,1,0,0,0,4,0,3,18,82,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.3928741059490579,0,1,0.6707317073170732
1,1,1,0,1,24,1,3,19,83,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8114514549149558,0,0,0.6626506024096386
0,1,1,1,1,31,0,3,20,84,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.41196998342774266,1,0,0.6547619047619048
1,0,1,0,0,6,1,3,21,85,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.7986167343869199,1,1,0.6588235294117647
1,0,1,1,0,14,1,3,22,86,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8066753842656887,0,0,0.6511627906976745
0,0,0,0,1,17,0,3,23,87,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.15193095789027947,1,0,0.6436781609195402
1,1,1,0,0,8,1,3,24,88,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8063286369261873,1,1,0.6477272727272727
1,1,0,0,1,20,0,3,25,89,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.404855964761744,0,1,0.651685393258427
0,1,0,0,1,19,0,3,26,90,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14753484854362017,0,1,0.6555555555555556
1,1,1,1,1,32,1,3,27,91,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8125278350467662,1,1,0.6593406593406593
1,1,0,1,0,12,0,3,28,92,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4042815920891233,1,0,0.6521739130434783
0,0,1,1,1,29,0,3,29,93,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40451546061536486,0,1,0.6559139784946236
1,1,0,1,1,28,0,3,30,94,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4036129929699482,0,1,0.6595744680851063
0,1,0,1,1,27,0,3,31,95,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14948487202470878,1,0,0.6526315789473685
0,1,1,1,0,15,0,3,32,96,48,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4050604234532663,1,0,0.6458333333333334
0,0,0,0,1,17,0,1,1,1,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.5,1,0,0
1,0,1,0,0,6,1,1,2,2,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.5,0,0,0
1,1,1,0,0,8,1,1,3,3,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.9525741268224333,1,1,0.3333333333333333
0,1,0,1,0,11,0,1,4,4,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.17077679858927985,0,1,0.5
1,0,0,1,1,26,0,1,5,5,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.3543436937742046,1,0,0.4
1,1,1,0,1,24,1,1,6,6,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8736084591413711,1,1,0.5
0,1,0,1,1,27,0,1,7,7,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.07860405871894212,0,1,0.5714285714285714
1,1,1,1,0,16,1,1,8,8,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8576033975398489,1,1,0.625
0,0,1,0,0,5,0,1,9,9,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.6655112184425083,0,1,0.6666666666666666
0,0,1,1,0,13,0,1,10,10,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4019694917043448,0,1,0.7
1,0,0,1,0,10,0,1,11,11,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.42516327061300957,1,0,0.6363636363636364
1,1,0,0,0,4,0,1,12,12,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.5859882147893939,0,1,0.6666666666666666
1,0,1,1,1,30,1,1,13,13,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.7276671866695589,1,1,0.6923076923076923
0,1,0,0,1,19,0,1,14,14,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.1561121685979563,0,1,0.7142857142857143
0,1,0,0,0,3,0,1,15,15,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.15967306760072392,0,1,0.7333333333333333
1,1,1,1,1,32,1,1,16,16,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8461239963737804,1,1,0.75
1,0,0,0,0,2,0,1,17,17,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.38728339038552884,0,1,0.7647058823529411
0,0,0,1,1,25,0,1,18,18,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.13766372489547543,0,1,0.7777777777777778
0,0,0,0,0,1,0,1,19,19,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.12533281237753655,0,1,0.7894736842105263
1,1,0,1,0,12,0,1,20,20,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40112774826929615,1,0,0.75
1,1,0,1,1,28,0,1,21,21,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4152039535427455,0,1,0.7619047619047619
0,1,1,1,1,31,0,1,22,22,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.5586185808457126,0,1,0.7727272727272727
0,1,1,0,0,7,0,1,23,23,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.49171839024530234,1,0,0.7391304347826086
1,0,1,1,0,14,1,1,24,24,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.7917621731322795,1,1,0.75
0,0,0,1,0,9,0,1,25,25,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14666063766834103,1,0,0.72
0,1,1,1,0,15,0,1,26,26,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.44599948606288614,0,1,0.7307692307692307
0,0,1,0,1,21,0,1,27,27,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.43394837601063907,0,1,0.7407407407407407
1,0,1,0,1,22,1,1,28,28,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8183554108049423,0,0,0.7142857142857143
0,1,1,0,1,23,0,1,29,29,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.42645402598539645,0,1,0.7241379310344828
1,0,0,0,1,18,0,1,30,30,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4509540275877142,1,0,0.7
0,0,1,1,1,29,0,1,31,31,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.42210055449314576,0,1,0.7096774193548387
1,1,0,0,1,20,0,1,32,32,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4311838716836044,0,1,0.71875
1,0,0,1,1,26,0,2,1,33,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.39363305696327067,1,0,0.696969696969697
1,0,1,0,0,6,1,2,2,34,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8136437161259871,1,1,0.7058823529411765
0,0,1,1,0,13,0,2,3,35,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40382622242298793,0,1,0.7142857142857143
1,0,1,1,0,14,1,2,4,36,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8022692649465472,0,0,0.6944444444444444
0,1,1,1,1,31,0,2,5,37,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.3737263558056299,1,0,0.6756756756756757
0,0,1,0,0,5,0,2,6,38,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4155169837679789,0,1,0.6842105263157895
0,1,0,0,1,19,0,2,7,39,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14475734674805044,0,1,0.6923076923076923
1,0,1,0,1,22,1,2,8,40,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8069260770624781,1,1,0.7
1,0,0,1,0,10,0,2,9,41,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4223534669760123,1,0,0.6829268292682927
1,1,0,1,0,12,0,2,10,42,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.38620089198747803,0,1,0.6904761904761905
1,1,1,0,1,24,1,2,11,43,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8100615546678901,1,1,0.6976744186046512
0,0,0,0,1,17,0,2,12,44,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.1644077928414226,0,1,0.7045454545454546
1,0,0,0,1,18,0,2,13,45,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.41990028268568225,1,0,0.6888888888888889
1,0,0,0,0,2,0,2,14,46,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40799492457096304,0,1,0.6956521739130435
1,1,1,1,0,16,1,2,15,47,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.7936832176031454,1,1,0.7021276595744681
0,0,0,1,0,9,0,2,16,48,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.1593073167772663,0,1,0.7083333333333334
0,1,1,0,1,23,0,2,17,49,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.416701241927224,0,1,0.7142857142857143
0,0,0,1,1,25,0,2,18,50,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14244824345797727,0,1,0.72
0,1,0,1,0,11,0,2,19,51,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.15360687814731847,0,1,0.7254901960784313
1,1,1,0,0,8,1,2,20,52,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8199070003472951,1,1,0.7307692307692307
0,0,1,0,1,21,0,2,21,53,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4050742771244673,1,0,0.71698113207547165
0,1,1,1,0,15,0,2,22,54,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40718447750162884,1,0,0.7037037037037037
0,1,0,0,0,3,0,2,23,55,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.16362992428973497,0,1,0.7090909090909091
0,0,0,0,0,1,0,2,24,56,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.1538643263547771,0,1,0.7142857142857143
0,1,1,0,0,7,0,2,25,57,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.41179032978054064,1,0,0.7017543859649122
0,1,0,1,1,27,0,2,26,58,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.13755294675318308,0,1,0.7068965517241379
1,0,1,1,1,30,1,2,27,59,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8033666339223278,0,0,0.6949152542372882
1,1,1,1,1,32,1,2,28,60,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8109786083251405,1,1,0.7
1,1,0,0,1,20,0,2,29,61,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.42383227133719115,0,1,0.7049180327868853
1,1,0,1,1,28,0,2,30,62,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40941738560206187,1,0,0.6935483870967742
1,1,0,0,0,4,0,2,31,63,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4063942139245325,0,1,0.6984126984126984
0,0,1,1,1,29,0,2,32,64,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4111554275864035,0,1,0.703125
0,0,1,1,0,13,0,3,1,65,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.39363305696327067,1,0,0.6923076923076923
1,1,0,0,0,4,0,3,2,66,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.39784931180864647,1,0,0.6818181818181818
1,0,1,1,0,14,1,3,3,67,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8075939700485132,0,0,0.6716417910447762
0,0,0,0,1,17,0,3,4,68,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.1453731400121051,0,1,0.6764705882352942
0,0,0,0,0,1,0,3,5,69,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14485387920150328,0,1,0.6811594202898551
1,1,1,1,0,16,1,3,6,70,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8164123078732907,1,1,0.6857142857142857
0,1,0,0,0,3,0,3,7,71,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.140720839691623,0,1,0.6901408450704225
0,0,0,1,1,25,0,3,8,72,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14453222258610607,0,1,0.6944444444444444
1,0,0,0,0,2,0,3,9,73,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.3897683209561682,0,1,0.6986301369863014
1,0,0,0,1,18,0,3,10,74,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.3790361343310484,1,0,0.6891891891891891
1,0,0,1,1,26,0,3,11,75,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.39394102603363557,1,0,0.68
0,1,1,0,0,7,0,3,12,76,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4071957540797729,1,0,0.6710526315789473
0,1,0,1,0,11,0,3,13,77,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.15749941667905482,0,1,0.6753246753246753
1,0,1,0,1,22,1,3,14,78,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8055073325608711,1,1,0.6794871794871795
1,0,1,0,0,6,1,3,15,79,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8091525130587963,0,0,0.6708860759493671
0,0,1,0,1,21,0,3,16,80,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4103657829301722,0,1,0.675
1,1,0,1,0,12,0,3,17,81,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.406655266048596,1,0,0.6666666666666666
0,0,0,1,0,9,0,3,18,82,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.15001224588032053,0,1,0.6707317073170732
0,1,0,0,1,19,0,3,19,83,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.14073281079386216,0,1,0.6746987951807228
0,1,1,1,0,15,0,3,20,84,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4127298260844826,0,1,0.6785714285714286
1,1,0,1,1,28,0,3,21,85,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.390460395219845,1,0,0.6705882352941176
1,0,0,1,0,10,0,3,22,86,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.4031248278663736,1,0,0.6627906976744186
1,0,1,1,1,30,1,3,23,87,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8123545024346089,1,1,0.6666666666666666
1,1,0,0,1,20,0,3,24,88,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.3794877332838304,0,1,0.6704545454545454
1,1,1,1,1,32,1,3,25,89,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.8120240716853402,1,1,0.6741573033707865
0,1,1,1,1,31,0,3,26,90,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.42243359233111255,1,0,0.6666666666666666
0,1,1,0,1,23,0,3,27,91,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.39662675343671006,1,0,0.6593406593406593
1,1,1,0,1,24,1,3,28,92,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.802946563099116,1,1,0.6630434782608695
0,0,1,1,1,29,0,3,29,93,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.41220112437009526,0,1,0.6666666666666666
1,1,1,0,0,8,1,3,30,94,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.805434642152931,0,0,0.6595744680851063
0,0,1,0,0,5,0,3,31,95,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.40257791928698244,1,0,0.6526315789473685
0,1,0,1,1,27,0,3,32,96,49,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.15013336419892007,0,1,0.65625
1,1,0,1,1,28,0,1,1,1,50,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.5,0,1,1
1,1,1,1,0,16,1,1,2,2,50,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.5,0,0,0.5
1,0,0,0,0,2,0,1,3,3,50,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.3543436937742045,1,0,0.3333333333333333
1,1,0,0,0,4,0,1,4,4,50,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.25389349588324067,1,0,0.25
0,1,0,0,0,3,0,1,5,5,50,0.3,0.1,0.3,0.15,0.15,4,1.3862943611198906,0.5,0.20097854804812276,1,0,0.2
